from_Indicator,Relation,to_chemicals,CAS
Polychlorinated naphthalenes,INCLUDE,"1,2,3-Trichloronaphthalene",50402-52-3
Polychlorinated naphthalenes,INCLUDE,"1,3,5-Trichloronaphthalene",51570-43-5
Polychlorinated naphthalenes,INCLUDE,"1,2,6-Trichloronaphthalene",51570-44-6
Polychlorinated naphthalenes,INCLUDE,"1,2,4,6-Tetrachloronaphthalene",51570-45-7
Polychlorinated naphthalenes,INCLUDE,"1,2,3,5-Tetrachloronaphthalene",53555-63-8
Polychlorinated naphthalenes,INCLUDE,"1,3,5,7-Tetrachloronaphthalene",53555-64-9
Polychlorinated naphthalenes,INCLUDE,"1,2,3,5,7-Pentachloronaphthalene",53555-65-0
Polychlorinated naphthalenes,INCLUDE,"1,2,5-Trichloronaphthalene",55720-33-7
Polychlorinated naphthalenes,INCLUDE,"1,2,7-Trichloronaphthalene",55720-34-8
Polychlorinated naphthalenes,INCLUDE,"1,2,8-Trichloronaphthalene",55720-35-9
Polychlorinated naphthalenes,INCLUDE,"1,3,6-Trichloronaphthalene",55720-36-0
Polychlorinated naphthalenes,INCLUDE,"1,3,7-Trichloronaphthalene",55720-37-1
Polychlorinated naphthalenes,INCLUDE,"1,3,8-Trichloronaphthalene",55720-38-2
Polychlorinated naphthalenes,INCLUDE,"1,6,7-Trichloronaphthalene",55720-39-3
Polychlorinated naphthalenes,INCLUDE,"2,3,6-Trichloronaphthalene",55720-40-6
Polychlorinated naphthalenes,INCLUDE,"1,2,3,7-Tetrachloronaphthalene",55720-41-7
Polychlorinated naphthalenes,INCLUDE,"1,3,6,7-Tetrachloronaphthalene",55720-42-8
Polychlorinated naphthalenes,INCLUDE,"1,4,6,7-Tetrachloronaphthalene",55720-43-9
Polychlorinated naphthalenes,INCLUDE,"1,2,3,4,5,6,7-Heptachloronaphthalene",58863-14-2
Polychlorinated naphthalenes,INCLUDE,"1,2,3,4,5,6,8-Heptachloronaphthalene",58863-15-3
Polychlorinated naphthalenes,INCLUDE,"1,2,3,4,5,6-Hexachloronaphthalene",58877-88-6
Polychlorinated naphthalenes,INCLUDE,"1,2,4,7-Tetrachloronaphthalene",67922-21-8
Polychlorinated naphthalenes,INCLUDE,"1,2,5,6-Tetrachloronaphthalene",67922-22-9
Polychlorinated naphthalenes,INCLUDE,"1,2,5,7-Tetrachloronaphthalene",67922-23-0
Polychlorinated naphthalenes,INCLUDE,"1,2,6,8-Tetrachloronaphthalene",67922-24-1
Polychlorinated naphthalenes,INCLUDE,"1,2,3,4,5-Pentachloronaphthalene",67922-25-2
Polychlorinated naphthalenes,INCLUDE,"1,2,3,4,6-Pentachloronaphthalene",67922-26-3
Polychlorinated naphthalenes,INCLUDE,"1,2,3,4,5,7-Hexachloronaphthalene",67922-27-4
Polychlorinated naphthalenes,INCLUDE,"1,2,4,5,6,8-Hexachloronaphthalene",90948-28-0
Polychlorinated naphthalenes,INCLUDE,"1,2,4,5,7,8-Hexachloronaphthalene",103426-92-2
Polychlorinated naphthalenes,INCLUDE,"1,2,3,4,5,8-Hexachloronaphthalene",103426-93-3
Polychlorinated naphthalenes,INCLUDE,"1,2,3,5,7,8-Hexachloronaphthalene",103426-94-4
Polychlorinated naphthalenes,INCLUDE,"1,2,3,5,6,8-Hexachloronaphthalene",103426-95-5
Polychlorinated naphthalenes,INCLUDE,"1,2,3,4,6,7-Hexachloronaphthalene",103426-96-6
Polychlorinated naphthalenes,INCLUDE,"1,2,3,5,6,7-Hexachloronaphthalene",103426-97-7
Polychlorinated naphthalenes,INCLUDE,"1,2,3,6-Tetrachloronaphthalene",149864-78-8
Polychlorinated naphthalenes,INCLUDE,"1,2,6,7-Tetrachloronaphthalene",149864-79-9
Polychlorinated naphthalenes,INCLUDE,"1,2,5,8-Tetrachloronaphthalene",149864-80-2
Polychlorinated naphthalenes,INCLUDE,"1,2,3,8-Tetrachloronaphthalene",149864-81-3
Polychlorinated naphthalenes,INCLUDE,"1,2,7,8-Tetrachloronaphthalene",149864-82-4
Polychlorinated naphthalenes,INCLUDE,"1,2,3,7,8-Pentachloronaphthalene",150205-21-3
Polychlorinated naphthalenes,INCLUDE,"1,3,6,8-Tetrachloronaphthalene",150224-15-0
Polychlorinated naphthalenes,INCLUDE,"1,2,3,6,7-Pentachloronaphthalene",150224-16-1
Polychlorinated naphthalenes,INCLUDE,"1,2,4,6,7-Pentachloronaphthalene",150224-17-2
Polychlorinated naphthalenes,INCLUDE,"1,2,3,5,6-Pentachloronaphthalene",150224-18-3
Polychlorinated naphthalenes,INCLUDE,"1,2,4,5,7-Pentachloronaphthalene",150224-19-4
Polychlorinated naphthalenes,INCLUDE,"1,2,4,5,6-Pentachloronaphthalene",150224-20-7
Polychlorinated naphthalenes,INCLUDE,"1,2,4,7,8-Pentachloronaphthalene",150224-21-8
Polychlorinated naphthalenes,INCLUDE,"1,2,4,6,8-Pentachloronaphthalene",150224-22-9
Polychlorinated naphthalenes,INCLUDE,"1,2,3,6,8-Pentachloronaphthalene",150224-23-0
Polychlorinated naphthalenes,INCLUDE,"1,2,3,5,8-Pentachloronaphthalene",150224-24-1
Polychlorinated naphthalenes,INCLUDE,"1,2,4,5,8-Pentachloronaphthalene",150224-25-2
Perfluorononan-1-oic-acid and its sodium and ammonium salts,INCLUDE,Perfluorononan-1-oic-acid,375-95-1
Perfluorononan-1-oic-acid and its sodium and ammonium salts,INCLUDE,Ammonium salt of perfluorononan-1-oic-acid,4149-60-4
Perfluorononan-1-oic-acid and its sodium and ammonium salts,INCLUDE,Sodium salt of perfluorononan-1-oic-acid,21049-39-8
Nonadecafluorodecanoic acid (PFDA) and its sodium and ammonium salts,INCLUDE,Nonadecafluorodecanoic acid,335-76-2
Nonadecafluorodecanoic acid (PFDA) and its sodium and ammonium salts,INCLUDE,sodium nonadecafluorodecanoate,3830-45-3
Nonadecafluorodecanoic acid (PFDA) and its sodium and ammonium salts,INCLUDE,Ammonium nonadecafluorodecanoate,3108-42-7
Chlorinated Flame Retardants (CFR),INCLUDE,"Tris(1,3-dichloro-2-propyl)phosphate",13674-87-8
Nickel/Nickel Compounds,INCLUDE,Nickel,7440-02-0
Nickel/Nickel Compounds,INCLUDE,Nickel (II) oxide,1313-99-1
Nickel/Nickel Compounds,INCLUDE,Nickel (II) chloride,7718-54-9
Nickel/Nickel Compounds,INCLUDE,"Nickel (II) chloride, hexahydrate",7791-20-0
Nickel/Nickel Compounds,INCLUDE,Nickel(II) sulfate,7786-81-4
Nickel/Nickel Compounds,INCLUDE,"Nickel(II) sulfate, hexahydrate",10101-97-0
Nickel/Nickel Compounds,INCLUDE,"Nickel(II) sulfate, heptahydrate",10101-98-1
Nickel/Nickel Compounds,INCLUDE,Antimony nickel titanium oxide yellow,8007-18-9
Nickel/Nickel Compounds,INCLUDE,Nickel niobium titanium yellow rutile,68611-43-8
Nickel/Nickel Compounds,INCLUDE,Cobalt titanate green spinel,68186-85-6
Perfluorohexane-1-sulphonic acid and its salts,INCLUDE,Perfluorohexane-1-sulphonic acid,355-46-4
Perfluorohexane-1-sulphonic acid and its salts,INCLUDE,ammonium perfluorohexane-1-sulphonate,68259-08-5
Perfluorohexane-1-sulphonic acid and its salts,INCLUDE,potassium perfluorohexane-1-sulphonate,3871-99-6
"1,6,7,8,9,14,15,16,17,17,18,18-Dodecachloropentacyclo[12.2.1.16,9.02,13.05,10]octadeca-7,15-diene (��Dechlorane Plus��?)",INCLUDE,"1,4:7,10-Dimethanodibenzo[a,e]cyclooctene, 1,2,3,4,7,8,9,10,13,13,14,14-dodecachloro-1,4,4a,5,6,6a,7,10,10a,11,12,12a-dodecahydro-",13560-89-9
"1,6,7,8,9,14,15,16,17,17,18,18-Dodecachloropentacyclo[12.2.1.16,9.02,13.05,10]octadeca-7,15-diene (��Dechlorane Plus��?)",INCLUDE,"1,4:7,10-Dimethanodibenzo[a,e]cyclooctene, 1,2,3,4,7,8,9,10,13,13,14,14-dodecachloro-1,4,4a,5,6, 6a,7,10,10a,11,12,12a-dodecahydro-, (1R,4S,4aS,6aS,7S,10R,10aR,12aR)-rel-",135821-74-8
"1,6,7,8,9,14,15,16,17,17,18,18-Dodecachloropentacyclo[12.2.1.16,9.02,13.05,10]octadeca-7,15-diene (��Dechlorane Plus��?)",INCLUDE,"1,4:7,10-Dimethanodibenzo[a,e]cyclooctene, 1,2,3,4,7,8,9,10,13,13,14,14-dodecachloro-1,4,4a,5,6,6a,7,10,10a,11,12,12a-dodecahydro-, (1R,4S,4aS,6aR,7R,10S,10aS,12aR)-rel-",135821-03-3
Chlorinated Flame Retardants (CFR),INCLUDE,"1,4:7,10-Dimethanodibenzo[a,e]cyclooctene, 1,2,3,4,7,8,9,10,13,13,14,14-dodecachloro-1,4,4a,5,6,6a,7,10,10a,11,12,12a-dodecahydro-",13560-89-9
Chlorinated Flame Retardants (CFR),INCLUDE,"1,4:7,10-Dimethanodibenzo[a,e]cyclooctene, 1,2,3,4,7,8,9,10,13,13,14,14-dodecachloro-1,4,4a,5,6, 6a,7,10,10a,11,12,12a-dodecahydro-, (1R,4S,4aS,6aS,7S,10R,10aR,12aR)-rel-",135821-74-8
Chlorinated Flame Retardants (CFR),INCLUDE,"1,4:7,10-Dimethanodibenzo[a,e]cyclooctene, 1,2,3,4,7,8,9,10,13,13,14,14-dodecachloro-1,4,4a,5,6,6a,7,10,10a,11,12,12a-dodecahydro-, (1R,4S,4aS,6aR,7R,10S,10aS,12aR)-rel-",135821-03-3
Perfluorooctanoic acid and its salts,INCLUDE,Pentadecafluorooctanoic acid,335-67-1
Perfluorooctanoic acid and its salts,INCLUDE,Ammonium pentadecafluorooctanoate,3825-26-1
Perfluorooctanoic acid and its salts,INCLUDE,Sodium pentadecafluorooctanoate,335-95-5
Perfluorooctanoic acid and its salts,INCLUDE,Potassium pentadecafluorooctanoate,2395-00-8
Perfluorooctanoic acid and its salts,INCLUDE,Silver pentadecafluorooctanoate,335-93-3
PFOA-related compounds,INCLUDE,Pentadecafluorooctanoic acid,335-67-1
PFOA-related compounds,INCLUDE,Ammonium pentadecafluorooctanoate,3825-26-1
PFOA-related compounds,INCLUDE,Sodium pentadecafluorooctanoate,335-95-5
PFOA-related compounds,INCLUDE,Potassium pentadecafluorooctanoate,2395-00-8
PFOA-related compounds,INCLUDE,Silver pentadecafluorooctanoate,335-93-3
PFOA-related compounds,INCLUDE,Pentadecafluoroctanoyl fluoride,335-66-0
PFOA-related compounds,INCLUDE,Methyl pentadecafluorooctanoate,376-27-2
PFOA-related compounds,INCLUDE,Ethyl pentadecafluorooctanoate,3108-24-5
PFOA-related compounds,INCLUDE,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluordecan-1-ol",678-39-7
"Tris(4-nonylphenyl, branched and linear) phosphite (TNPP) with �� 0.1% w/w of 4-nonylphenol, branched and linear (4-NP)",INCLUDE,"Phenol, 4-nonyl, phosphite",3050-88-2
"Tris(4-nonylphenyl, branched and linear) phosphite (TNPP) with �� 0.1% w/w of 4-nonylphenol, branched and linear (4-NP)",INCLUDE,"Phenol, p-isononyl-, phosphite",31631-13-7
"Tris(4-nonylphenyl, branched and linear) phosphite (TNPP) with �� 0.1% w/w of 4-nonylphenol, branched and linear (4-NP)",INCLUDE,"Phenol, p-sec-nonyl-, phosphite",106599-06-8
Perfluorobutane sulfonic acid (PFBS) and its salts,INCLUDE,"N,N,N,-triethylethanaminium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate",25628-08-4
Perfluorobutane sulfonic acid (PFBS) and its salts,INCLUDE,"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulphonic acid",375-73-5
Halogenated Flame Retardants,INCLUDE,Brominated flame retardant which comes under notation of ISO 1043-4 code number FR(14)  [Aliphatic/alicyclic brominated compounds],-
Halogenated Flame Retardants,INCLUDE,Brominated flame retardant which comes under notation of ISO 1043-4 code number FR(15)  [Aliphatic/alicyclic brominated compounds in combination with antimony compounds],-
Halogenated Flame Retardants,INCLUDE,Brominated flame retardant which comes under notation of ISO 1043-4 code number FR(16)  [Aromatic brominated compounds excluding brominated diphenyl ether and biphenyls)],-
Halogenated Flame Retardants,INCLUDE,Brominated flame retardant which comes under notation of ISO 1043-4 code number FR(17)  [Aromatic brominated compounds excluding brominated diphenyl ether and biphenyls) in combination with antimony compounds],-
Halogenated Flame Retardants,INCLUDE,Brominated flame retardant which comes under notation of ISO 1043-4 code number FR(22)  [Aliphatic/alicyclic chlorinated and brominated compounds],-
Halogenated Flame Retardants,INCLUDE,Brominated flame retardant which comes under notation of ISO 1043-4 code number FR(42)  [Brominated organic phosphorus compounds],-
Halogenated Flame Retardants,INCLUDE,Other Brominated Flame Retardants,-
Halogenated Flame Retardants,INCLUDE,Other Short Chain Chlorinated Paraffins,-
Halogenated Flame Retardants,INCLUDE,Other Chlorinated Flame Retardants,-
Halogenated Flame Retardants,INCLUDE,Bromodiphenyl  ether,101-55-3
Halogenated Flame Retardants,INCLUDE,"1,2,4,5,7,8-Hexachloronaphthalene",103426-92-2
Halogenated Flame Retardants,INCLUDE,"1,2,3,4,5,8-Hexachloronaphthalene",103426-93-3
Halogenated Flame Retardants,INCLUDE,"1,2,3,5,7,8-Hexachloronaphthalene",103426-94-4
Halogenated Flame Retardants,INCLUDE,"1,2,3,5,6,8-Hexachloronaphthalene",103426-95-5
Halogenated Flame Retardants,INCLUDE,"1,2,3,4,6,7-Hexachloronaphthalene",103426-96-6
Halogenated Flame Retardants,INCLUDE,"1,2,3,5,6,7-Hexachloronaphthalene",103426-97-7
Halogenated Flame Retardants,INCLUDE,"Alkanes, C10-12, chloro",108171-26-2
Halogenated Flame Retardants,INCLUDE,Decabromodiphenyl  ether,1163-19-5
Halogenated Flame Retardants,INCLUDE,"2,4,6-tribromo-phenol",118-79-6
Halogenated Flame Retardants,INCLUDE,Chlorinated and brominated phosphate ester,125997-20-8
Halogenated Flame Retardants,INCLUDE,Pentachloronaphthalene,1321-64-8
Halogenated Flame Retardants,INCLUDE,Trichloronaphthalene,1321-65-9
Halogenated Flame Retardants,INCLUDE,Hexachloronaphthalene,1335-87-1
Halogenated Flame Retardants,INCLUDE,Tetrachloronaphthalene,1335-88-2
Halogenated Flame Retardants,INCLUDE,alpha-hexabromocyclododecane,134237-50-6
Halogenated Flame Retardants,INCLUDE,beta-hexabromocyclododecane,134237-51-7
Halogenated Flame Retardants,INCLUDE,gamma-hexabromocyclododecane,134237-52-8
Halogenated Flame Retardants,INCLUDE,Brominated epoxy resin end-capped with tribromophenol,135229-48-0
Halogenated Flame Retardants,INCLUDE,"1,4:7,10-Dimethanodibenzo[a,e]cyclooctene, 1,2,3,4,7,8,9,10,13,13,14,14-dodecachloro-1,4,4a,5,6,6a,7,10,10a,11,12,12a-dodecahydro-",13560-89-9
Halogenated Flame Retardants,INCLUDE,"1,4:7,10-Dimethanodibenzo[a,e]cyclooctene, 1,2,3,4,7,8,9,10,13,13,14,14-dodecachloro-1,4,4a,5,6,6a,7,10,10a,11,12,12a-dodecahydro-, (1R,4S,4aS,6aR,7R,10S,10aS,12aR)-rel-",135821-03-3
Halogenated Flame Retardants,INCLUDE,"1,4:7,10-Dimethanodibenzo[a,e]cyclooctene, 1,2,3,4,7,8,9,10,13,13,14,14-dodecachloro-1,4,4a,5,6, 6a,7,10,10a,11,12,12a-dodecahydro-, (1R,4S,4aS,6aS,7S,10R,10aR,12aR)-rel-",135821-74-8
Halogenated Flame Retardants,INCLUDE,Decabromobiphenyl,13654-09-6
Halogenated Flame Retardants,INCLUDE,Tris(1-chloro-2-propyl)phosphate,13674-84-5
Halogenated Flame Retardants,INCLUDE,"Tris(1,3-dichloro-2-propyl)phosphate",13674-87-8
Halogenated Flame Retardants,INCLUDE,Brominated epoxy resin end-capped with tribromophenol,139638-58-7
Halogenated Flame Retardants,INCLUDE,"1,2,3,6-Tetrachloronaphthalene",149864-78-8
Halogenated Flame Retardants,INCLUDE,"1,2,6,7-Tetrachloronaphthalene",149864-79-9
Halogenated Flame Retardants,INCLUDE,"1,2,5,8-Tetrachloronaphthalene",149864-80-2
Halogenated Flame Retardants,INCLUDE,"1,2,3,8-Tetrachloronaphthalene",149864-81-3
Halogenated Flame Retardants,INCLUDE,"1,2,7,8-Tetrachloronaphthalene",149864-82-4
Halogenated Flame Retardants,INCLUDE,"1,2,3,7,8-Pentachloronaphthalene",150205-21-3
Halogenated Flame Retardants,INCLUDE,"1,3,6,8-Tetrachloronaphthalene",150224-15-0
Halogenated Flame Retardants,INCLUDE,"1,2,3,6,7-Pentachloronaphthalene",150224-16-1
Halogenated Flame Retardants,INCLUDE,"1,2,4,6,7-Pentachloronaphthalene",150224-17-2
Halogenated Flame Retardants,INCLUDE,"1,2,3,5,6-Pentachloronaphthalene",150224-18-3
Halogenated Flame Retardants,INCLUDE,"1,2,4,5,7-Pentachloronaphthalene",150224-19-4
Halogenated Flame Retardants,INCLUDE,"1,2,4,5,6-Pentachloronaphthalene",150224-20-7
Halogenated Flame Retardants,INCLUDE,"1,2,4,7,8-Pentachloronaphthalene",150224-21-8
Halogenated Flame Retardants,INCLUDE,"1,2,4,6,8-Pentachloronaphthalene",150224-22-9
Halogenated Flame Retardants,INCLUDE,"1,2,3,6,8-Pentachloronaphthalene",150224-23-0
Halogenated Flame Retardants,INCLUDE,"1,2,3,5,8-Pentachloronaphthalene",150224-24-1
Halogenated Flame Retardants,INCLUDE,"1,2,4,5,8-Pentachloronaphthalene",150224-25-2
Halogenated Flame Retardants,INCLUDE,"Octabromo-1,1,3-trimethyl-1-phenylindane (FR-1808)",155613-93-7
Halogenated Flame Retardants,INCLUDE,"1,2,3,6,7,8-Hexachloronaphthalene",17062-87-2
Halogenated Flame Retardants,INCLUDE,Dibromo-styrene grafted PP,171091-06-8
Halogenated Flame Retardants,INCLUDE,"1,5-Dichloronaphthalene",1825-30-5
Halogenated Flame Retardants,INCLUDE,"1,4-Dichloronaphthalene",1825-31-6
Halogenated Flame Retardants,INCLUDE,Tris(tribromo-neopentyl) phosphate,19186-97-1
Halogenated Flame Retardants,INCLUDE,"1,2,3,4-Tetrachloronaphthalene",20020-02-4
Halogenated Flame Retardants,INCLUDE,Dibromodiphenyl ethers,2050-47-7
Halogenated Flame Retardants,INCLUDE,"1,2-Dichloronaphthalene",2050-69-3
Halogenated Flame Retardants,INCLUDE,"1,6-Dichloronaphthalene",2050-72-8
Halogenated Flame Retardants,INCLUDE,"1,7-Dichloronaphthalene",2050-73-9
Halogenated Flame Retardants,INCLUDE,"1,8-Dichloronaphthalene",2050-74-0
Halogenated Flame Retardants,INCLUDE,"2,3-Dichloronaphthalene",2050-75-1
Halogenated Flame Retardants,INCLUDE,2-Bromobiphenyl,2052-07-5
Halogenated Flame Retardants,INCLUDE,2-Hydroxy-propyl-2-(2-hydroxy-ethoxy)-ethyl-TBP,20566-35-2
Halogenated Flame Retardants,INCLUDE,"2,6-Dichloronaphthalene",2065-70-5
Halogenated Flame Retardants,INCLUDE,3-Bromobiphenyl,2113-57-7
Halogenated Flame Retardants,INCLUDE,"TBBA-(2,3-dibromo-propyl-ether)",21850-44-2
Halogenated Flame Retardants,INCLUDE,"1,3-Dichloronaphthalene",2198-75-6
Halogenated Flame Retardants,INCLUDE,"2,7-Dichloronaphthalene",2198-77-8
Halogenated Flame Retardants,INCLUDE,Perchloronaphthalene,2234-13-1
Halogenated Flame Retardants,INCLUDE,"1,4,6-Trichloronaphthalene",2437-54-9
Halogenated Flame Retardants,INCLUDE,"1,4,5-Trichloronaphthalene",2437-55-0
Halogenated Flame Retardants,INCLUDE,TBBA-bis-(allyl-ether),25327-89-3
Halogenated Flame Retardants,INCLUDE,Tetrabromophthalic acid Na salt,25357-79-3
Halogenated Flame Retardants,INCLUDE,Chloronaphthalene,25586-43-0
Halogenated Flame Retardants,INCLUDE,"N,N,N,-triethylethanaminium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate",25628-08-4
Halogenated Flame Retardants,INCLUDE,Hexabromocyclododecane (HBCDD),25637-99-4
Halogenated Flame Retardants,INCLUDE,Bis(2-ethylhexyl)tetrabromo-phthalate,26040-51-7
Halogenated Flame Retardants,INCLUDE,"Tribromo-phenyl-allyl-ether, unspecified",26762-91-4
Halogenated Flame Retardants,INCLUDE,Nonabromobiphenyl,27753-52-2
Halogenated Flame Retardants,INCLUDE,Dichloronaphthalene,28699-88-9
Halogenated Flame Retardants,INCLUDE,TBBA carbonate oligomer,28906-13-0
Halogenated Flame Retardants,INCLUDE,"TBBA, unspecified",30496-13-0
Halogenated Flame Retardants,INCLUDE,Tetrabromo-cyclo-octane,31454-48-5
Halogenated Flame Retardants,INCLUDE,"1,3,5,8-Tetrachloronaphthalene",31604-28-1
Halogenated Flame Retardants,INCLUDE,Poly-dibromo-styrene,31780-26-4
Halogenated Flame Retardants,INCLUDE,"1,2,5,6,9,10-hexabromocyclodecane",3194-55-6
Halogenated Flame Retardants,INCLUDE,Heptachloronaphthalene,32241-08-0
Halogenated Flame Retardants,INCLUDE,"2,3-Dibromo-2-butene-1,4-diol",3234-02-4
Halogenated Flame Retardants,INCLUDE,Pentabromodiphenyl ether,32534-81-9
Halogenated Flame Retardants,INCLUDE,Octabromodiphenyl ether,32536-52-0
Halogenated Flame Retardants,INCLUDE,"N,N��-Ethylene �Cbis-(tetrabromo-phthalimide)",32588-76-4
Halogenated Flame Retardants,INCLUDE,"2,4,6-Tribromo-phenyl-allyl-ether",3278-89-5
Halogenated Flame Retardants,INCLUDE,TBBA-bisphenol A-phosgene polymer,32844-27-2
Halogenated Flame Retardants,INCLUDE,Dibromo-neopentyl-glycol,3296-90-0
Halogenated Flame Retardants,INCLUDE,"1,2-Dibromo-4-(1,2 dibromo-ethyl)-cyclo-hexane",3322-93-8
Halogenated Flame Retardants,INCLUDE,"1,4,5,8-Tetrachloronaphthalene",3432-57-3
Halogenated Flame Retardants,INCLUDE,"1,1,2,2,3,3,4,4,4-nonafluoro-N-(2-hydroxyethyl)-N-methylbutane-1-sulphonamide",34454-97-2
Halogenated Flame Retardants,INCLUDE,"2,3,6,7-Tetrachloronaphthalene",34588-40-4
Halogenated Flame Retardants,INCLUDE,Heptabromobiphenyl,35194-78-6
Halogenated Flame Retardants,INCLUDE,"hexabromo-1,1-biphenyl",36355-01-8
Halogenated Flame Retardants,INCLUDE,Tribromo-neopentyl-alcohol,36483-57-5
Halogenated Flame Retardants,INCLUDE,Hexabromodiphenyl ether,36483-60-0
Halogenated Flame Retardants,INCLUDE,"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulphonyl fluoride",375-72-4
Halogenated Flame Retardants,INCLUDE,"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulphonic acid",375-73-5
Halogenated Flame Retardants,INCLUDE,"1,2-Bis(2,4,6-tribromo-phenoxy) ethane",37853-59-1
Halogenated Flame Retardants,INCLUDE,TBBA-dimethyl-ether,37853-61-5
Halogenated Flame Retardants,INCLUDE,Tetrakis(2-chloroethyl)dichloroisopentyldiphosphate,38051-10-4
Halogenated Flame Retardants,INCLUDE,Pentabromo-benzyl bromide,38521-51-6
Halogenated Flame Retardants,INCLUDE,Tetrabromo-bisphenol S,39635-79-5
Halogenated Flame Retardants,INCLUDE,TBBA-epichlorhydrin oligomer,40039-93-8
Halogenated Flame Retardants,INCLUDE,Tetrabromobiphenyl,40088-45-7
Halogenated Flame Retardants,INCLUDE,Tetrabromodiphenyl ethers,40088-47-9
Halogenated Flame Retardants,INCLUDE,TBBA bis-(2-hydroxy-ethyl-ether),4162-45-2
Halogenated Flame Retardants,INCLUDE,"TBBS-bis-(2,3-dibromo-propyl-ether)",42757-55-1
Halogenated Flame Retardants,INCLUDE,"Tris(2,4-Dibromo-phenyl) phosphate",49690-63-3
Halogenated Flame Retardants,INCLUDE,Tribromodiphenyl ether,49690-94-0
Halogenated Flame Retardants,INCLUDE,"1,2,4-Trichloronaphthalene",50402-51-2
Halogenated Flame Retardants,INCLUDE,"1,2,3-Trichloronaphthalene",50402-52-3
Halogenated Flame Retardants,INCLUDE,"1,3,5-Trichloronaphthalene",51570-43-5
Halogenated Flame Retardants,INCLUDE,"1,2,6-Trichloronaphthalene",51570-44-6
Halogenated Flame Retardants,INCLUDE,"1,2,4,6-Tetrachloronaphthalene",51570-45-7
Halogenated Flame Retardants,INCLUDE,"Tris-(2,3-dibromo-propyl)-isocyanurate",52434-90-9
Halogenated Flame Retardants,INCLUDE,"Ethylene-bis(5,6-dibromo-norbornane-2,3-dicarboximide)",52907-07-0
Halogenated Flame Retardants,INCLUDE,"1,2,3,5-Tetrachloronaphthalene",53555-63-8
Halogenated Flame Retardants,INCLUDE,"1,3,5,7-Tetrachloronaphthalene",53555-64-9
Halogenated Flame Retardants,INCLUDE,"1,2,3,5,7-Pentachloronaphthalene",53555-65-0
Halogenated Flame Retardants,INCLUDE,Bis(methyl)tetrabromo-phthalate,55481-60-2
Halogenated Flame Retardants,INCLUDE,"1,2,5-Trichloronaphthalene",55720-33-7
Halogenated Flame Retardants,INCLUDE,"1,2,7-Trichloronaphthalene",55720-34-8
Halogenated Flame Retardants,INCLUDE,"1,2,8-Trichloronaphthalene",55720-35-9
Halogenated Flame Retardants,INCLUDE,"1,3,6-Trichloronaphthalene",55720-36-0
Halogenated Flame Retardants,INCLUDE,"1,3,7-Trichloronaphthalene",55720-37-1
Halogenated Flame Retardants,INCLUDE,"1,3,8-Trichloronaphthalene",55720-38-2
